sourceName,sourceVersion,device,creationDate,startDate,endDate,workoutActivityType,duration,durationUnit,totalDistance,totalDistanceUnit,totalEnergyBurned,totalEnergyBurnedUnit
"Divvy","5057",,2019-08-20 16:43:16 -0600,2019-08-20 13:14:09 -0600,2019-08-20 13:20:22 -0600,"HKWorkoutActivityTypeCycling",6.215933334827423,"min",,,,
"Divvy","5057",,2019-08-20 17:09:25 -0600,2019-08-20 16:43:31 -0600,2019-08-20 17:06:49 -0600,"HKWorkoutActivityTypeCycling",23.29933332999547,"min",,,,
"Divvy","5057",,2019-08-21 07:33:21 -0600,2019-08-21 07:14:37 -0600,2019-08-21 07:31:30 -0600,"HKWorkoutActivityTypeCycling",16.89165000120799,"min",,,,
"Divvy","5057",,2019-08-21 17:10:25 -0600,2019-08-21 15:03:36 -0600,2019-08-21 15:22:05 -0600,"HKWorkoutActivityTypeCycling",18.48338333368302,"min",,,,
"Divvy","5057",,2019-08-22 16:57:02 -0600,2019-08-22 16:27:58 -0600,2019-08-22 16:47:38 -0600,"HKWorkoutActivityTypeCycling",19.65685000022252,"min",,,,
"Divvy","5057",,2019-08-23 17:37:31 -0600,2019-08-23 06:47:13 -0600,2019-08-23 07:09:37 -0600,"HKWorkoutActivityTypeCycling",22.38858333428701,"min",,,,
"Divvy","5057",,2019-08-27 06:59:45 -0600,2019-08-23 17:45:39 -0600,2019-08-23 18:03:35 -0600,"HKWorkoutActivityTypeCycling",17.9367000023524,"min",,,,
"Divvy","5057",,2019-08-27 07:16:01 -0600,2019-08-27 07:00:08 -0600,2019-08-27 07:14:39 -0600,"HKWorkoutActivityTypeCycling",14.50765000184377,"min",,,,
"Divvy","5057",,2019-08-27 16:00:50 -0600,2019-08-27 15:36:36 -0600,2019-08-27 15:55:35 -0600,"HKWorkoutActivityTypeCycling",18.98674999872843,"min",,,,
"Divvy","5057",,2019-08-28 07:30:55 -0600,2019-08-28 07:15:16 -0600,2019-08-28 07:29:51 -0600,"HKWorkoutActivityTypeCycling",14.58801666498184,"min",,,,
"Divvy","5057",,2019-08-28 17:27:46 -0600,2019-08-28 14:35:11 -0600,2019-08-28 14:49:27 -0600,"HKWorkoutActivityTypeCycling",14.26485000054041,"min",,,,
"Divvy","5057",,2019-08-29 07:03:01 -0600,2019-08-28 17:28:00 -0600,2019-08-28 17:56:49 -0600,"HKWorkoutActivityTypeCycling",28.81713333527247,"min",,,,
"Divvy","5057",,2019-08-29 14:15:48 -0600,2019-08-29 07:03:36 -0600,2019-08-29 07:19:58 -0600,"HKWorkoutActivityTypeCycling",16.36826666593551,"min",,,,
"Divvy","5057",,2019-08-29 16:07:57 -0600,2019-08-29 14:16:46 -0600,2019-08-29 14:25:52 -0600,"HKWorkoutActivityTypeCycling",9.097783335049947,"min",,,,
"Divvy","5057",,2019-08-29 16:24:13 -0600,2019-08-29 16:19:14 -0600,2019-08-29 16:24:02 -0600,"HKWorkoutActivityTypeCycling",4.790516666571299,"min",,,,
"Divvy","5057",,2019-08-29 18:26:56 -0600,2019-08-29 17:49:48 -0600,2019-08-29 18:08:48 -0600,"HKWorkoutActivityTypeCycling",18.99571666717529,"min",,,,
"Divvy","5057",,2019-09-04 07:14:50 -0600,2019-09-04 06:55:12 -0600,2019-09-04 07:13:35 -0600,"HKWorkoutActivityTypeCycling",18.38838333288829,"min",,,,
